date,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,dividend_yield,PER,PBR,Volume,BuyAmount,SellAmount,0,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio
2019-11-13,18422438.0,5583245970.0,303.0,304.0,301.5,304.0,-1.0,6039.0,2.63,24.86,5.07,4303000.0,1331819000.0,1329299000.0,107884396000.0,257.0,3.0,6482595.0,187.0,13833.0,13766.0,0.0,24.0,0.0,6482595.0,50.0,2344.0,2318.0,5551435711,20378944747,21.4,78.59,100.0,100.0
2019-11-14,15734835.0,4776767840.0,304.5,305.0,302.0,303.5,-0.5,6219.0,2.64,23.9,4.96,4469000.0,1397724500.0,1399464000.0,107884396000.0,495.0,21.0,6482595.0,526.0,13781.0,13833.0,0.0,38.0,0.0,6482595.0,22.0,2328.0,2344.0,5549002154,20381378304,21.39,78.6,100.0,100.0
2019-11-15,29038445.0,8891701115.0,305.5,307.5,304.5,307.0,3.5,8672.0,2.61,24.17,5.02,3820000.0,1194947000.0,1196507500.0,107884396000.0,440.0,8.0,6482595.0,516.0,13697.0,13781.0,4.0,58.0,0.0,6482595.0,134.0,2404.0,2328.0,5551481916,20378898542,21.4,78.59,100.0,100.0
2019-11-18,18741325.0,5796331075.0,308.5,311.0,307.0,311.0,4.0,8420.0,2.57,24.49,5.08,4107000.0,1269838000.0,1271269500.0,107884396000.0,749.0,12.0,6482595.0,654.0,13780.0,13697.0,0.0,23.0,2.0,6482595.0,182.0,2561.0,2404.0,5555251153,20375129305,21.42,78.57,100.0,100.0
2019-11-19,33096197.0,10365611120.0,312.5,315.0,311.0,315.0,4.0,11121.0,2.54,24.8,5.15,2565000.0,793428500.0,793304000.0,107884396000.0,511.0,12.0,6482595.0,858.0,13421.0,13780.0,1.0,127.0,0.0,6482595.0,268.0,2702.0,2561.0,5553858554,20376521904,21.41,78.58,100.0,100.0
2019-11-20,24538973.0,7681229345.0,314.0,314.0,312.0,313.5,-1.5,9143.0,2.55,24.69,5.12,1484000.0,458821500.0,458505000.0,107884396000.0,551.0,0.0,6482595.0,548.0,13424.0,13421.0,1.0,34.0,0.0,6482595.0,86.0,2754.0,2702.0,5556138281,20374242177,21.42,78.57,100.0,100.0
2019-11-21,30163833.0,9329845096.0,309.5,311.0,307.0,311.0,-2.5,11638.0,2.57,24.49,5.08,2557000.0,786603000.0,790477500.0,107884396000.0,669.0,1.0,6482595.0,676.0,13416.0,13424.0,14.0,248.0,0.0,6482595.0,109.0,2615.0,2754.0,5552828660,20377551798,21.41,78.58,100.0,100.0
2019-11-22,26492984.0,8188665024.0,310.0,310.5,308.0,309.0,-2.0,9407.0,2.59,24.33,5.05,1591000.0,490210000.0,493621000.0,107884396000.0,586.0,43.0,6482595.0,518.0,13441.0,13416.0,1.0,93.0,0.0,6482595.0,97.0,2619.0,2615.0,5555885895,20374494563,21.42,78.57,100.0,100.0
2019-11-25,19855177.0,6133713443.0,310.5,310.5,307.0,307.0,-2.0,8067.0,2.61,24.17,5.02,1426000.0,441236000.0,442625500.0,107884396000.0,537.0,0.0,6482595.0,569.0,13409.0,13441.0,0.0,39.0,2.0,6482595.0,37.0,2615.0,2619.0,5558687740,20371692718,21.43,78.56,100.0,100.0
2019-11-26,101916622.0,31332308518.0,310.0,310.5,307.0,307.0,0.0,10321.0,2.61,24.17,5.02,1835000.0,563167000.0,561834500.0,107884396000.0,1003.0,2.0,6482595.0,590.0,13820.0,13409.0,1.0,127.0,1.0,6482595.0,44.0,2531.0,2615.0,5556976740,20373403718,21.43,78.56,100.0,100.0
2019-11-27,18527648.0,5732316828.0,307.5,311.5,307.5,311.0,4.0,7916.0,2.57,24.49,5.08,1222000.0,375474000.0,375683500.0,107884396000.0,231.0,2.0,6482595.0,1022.0,13027.0,13820.0,1.0,41.0,1.0,6482595.0,85.0,2574.0,2531.0,5544572068,20385808390,21.38,78.61,100.0,100.0
2019-11-28,19718982.0,6111322584.0,310.0,312.0,308.5,309.5,-1.5,9289.0,2.58,24.37,5.06,1265000.0,386665500.0,387707500.0,107884396000.0,459.0,2.0,6482595.0,302.0,13182.0,13027.0,3.0,40.0,0.0,6482595.0,35.0,2569.0,2574.0,5547616683,20382763775,21.39,78.6,100.0,100.0
2019-11-29,32423561.0,9922872967.0,309.0,309.5,305.0,305.0,-4.5,15368.0,2.62,24.02,4.98,2796000.0,852689500.0,853659000.0,107884396000.0,980.0,77.0,6482595.0,389.0,13696.0,13182.0,1.0,241.0,0.0,6482595.0,52.0,2380.0,2569.0,5557966334,20372414124,21.43,78.56,100.0,100.0
2019-12-02,25516807.0,7844458306.0,307.0,308.0,306.5,307.5,2.5,8465.0,2.6,24.21,5.02,3655000.0,1136761500.0,1138274500.0,107884396000.0,529.0,3.0,6482595.0,729.0,13493.0,13696.0,2.0,36.0,0.0,6482595.0,126.0,2470.0,2380.0,5566560200,20363820258,21.46,78.53,100.0,100.0
2019-12-03,27686319.0,8472595177.0,305.0,307.0,305.0,307.0,-0.5,9206.0,2.61,24.17,5.02,1825000.0,572313000.0,572839000.0,107884396000.0,369.0,5.0,6482595.0,434.0,13423.0,13493.0,1.0,342.0,0.0,6482595.0,15.0,2143.0,2470.0,5570466638,20359913820,21.48,78.51,100.0,100.0
2019-12-04,34911686.0,10652239802.0,305.0,306.0,304.0,306.0,-1.0,9989.0,2.61,24.09,5.0,1329000.0,418989500.0,419479500.0,107884396000.0,416.0,3.0,6482595.0,656.0,13180.0,13423.0,2.0,154.0,10.0,6482595.0,21.0,2000.0,2143.0,5576820121,20353560337,21.5,78.49,100.0,100.0
2019-12-05,39349842.0,12240671524.0,309.0,312.0,309.0,312.0,6.0,13587.0,2.56,24.57,5.1,2067000.0,648392000.0,649003000.0,107884396000.0,538.0,7.0,6482595.0,971.0,12740.0,13180.0,10.0,107.0,1.0,6482595.0,134.0,2026.0,2000.0,5576487902,20353892556,21.5,78.49,100.0,100.0
2019-12-06,18402703.0,5771010050.0,315.0,316.0,311.0,313.0,1.0,8974.0,2.56,24.65,5.11,2933000.0,925734000.0,931132000.0,107884396000.0,928.0,3.0,6482595.0,561.0,13104.0,12740.0,1.0,93.0,1.0,6482595.0,47.0,1979.0,2026.0,5573180070,20357200388,21.49,78.5,100.0,100.0
2019-12-09,23556081.0,7433484496.0,314.0,316.5,314.0,316.0,3.0,10583.0,2.53,24.88,5.16,8295000.0,2736050000.0,2746744000.0,107884396000.0,849.0,1.0,6482595.0,584.0,13368.0,13104.0,0.0,106.0,1.0,6482595.0,50.0,1922.0,1979.0,5587164007,20343216451,21.54,78.45,100.0,100.0
2019-12-10,20847594.0,6540475540.0,315.0,315.5,312.5,313.5,-2.5,8702.0,2.55,24.69,5.12,7142000.0,2430158500.0,2433119000.0,107884396000.0,618.0,5.0,6482595.0,595.0,13386.0,13368.0,1.0,209.0,0.0,6482595.0,10.0,1723.0,1922.0,5579720792,20350659666,21.51,78.48,100.0,100.0
2019-12-11,34329148.0,10866410212.0,314.0,319.0,313.0,319.0,5.5,11689.0,2.51,25.12,5.21,1434000.0,482904500.0,482715500.0,103313138000.0,406.0,22.0,6482595.0,926.0,12844.0,13386.0,1.0,91.0,3.0,6482595.0,108.0,1737.0,1723.0,5579652257,20350728201,21.51,78.48,100.0,100.0
2019-12-12,52801851.0,17446169339.0,325.0,334.5,324.0,331.5,12.5,22555.0,2.41,26.1,5.42,3691000.0,1254386500.0,1264763500.0,103313138000.0,1308.0,19.0,6482595.0,1379.0,12754.0,12844.0,20.0,580.0,0.0,6482595.0,271.0,1428.0,1737.0,5581838809,20348541649,21.52,78.47,100.0,100.0
2019-12-13,60843939.0,20697194061.0,340.0,343.0,338.0,339.0,7.5,23025.0,2.36,26.69,5.54,2940000.0,1008201500.0,1011599500.0,103313138000.0,1232.0,64.0,6482595.0,1593.0,12329.0,12754.0,0.0,1338.0,25.0,6482595.0,0.0,65.0,1428.0,5563259415,20367121043,21.45,78.54,100.0,100.0
2019-12-16,48340188.0,16272523200.0,336.5,338.5,336.0,336.0,-3.0,16938.0,2.38,26.46,5.49,2579000.0,873355500.0,868172000.0,103313138000.0,1420.0,25.0,6482595.0,268.0,13456.0,12329.0,0.0,16.0,49.0,6482595.0,0.0,0.0,65.0,5565523274,20364857184,21.46,78.53,100.0,100.0
2019-12-17,41428458.0,14153896438.0,335.0,345.0,335.0,345.0,9.0,16808.0,2.32,27.17,5.64,8906000.0,2947388500.0,2942146000.0,103313138000.0,1291.0,5.0,6482595.0,594.0,14148.0,13456.0,0.0,0.0,0.0,6482595.0,0.0,0.0,0.0,5565811243,20364569215,21.46,78.53,100.0,100.0
2019-12-18,42486841.0,14594689501.0,341.5,345.0,341.5,344.5,-0.5,15836.0,2.32,27.13,5.63,2805000.0,926485000.0,931924000.0,103313138000.0,1213.0,8.0,6482595.0,824.0,14529.0,14148.0,0.0,0.0,0.0,6482595.0,0.0,0.0,0.0,5571555451,20358825007,21.48,78.51,100.0,100.0
2019-12-19,55667012.0,18774880620.0,340.0,342.0,335.0,335.0,0.0,28105.0,2.39,26.38,5.47,1224000.0,407289000.0,407454500.0,103313138000.0,2594.0,3.0,6482595.0,733.0,16387.0,14529.0,76.0,0.0,0.0,6482595.0,98.0,98.0,0.0,5567721713,20362658745,21.47,78.52,100.0,100.0
2019-12-20,86280459.0,28483237354.0,332.0,333.0,328.5,329.0,-6.0,28112.0,2.43,25.91,5.38,1173000.0,389560500.0,390775000.0,103313138000.0,2463.0,14.0,6482595.0,714.0,18122.0,16387.0,160.0,31.0,0.0,6482595.0,89.0,156.0,98.0,5562480492,20367899966,21.45,78.54,100.0,100.0
2019-12-23,26911340.0,8923609754.0,329.5,334.0,329.5,334.0,5.0,12310.0,2.4,26.3,5.46,851000.0,282921500.0,283388000.0,103313138000.0,721.0,10.0,6482595.0,1285.0,17548.0,18122.0,6.0,22.0,0.0,6482595.0,223.0,357.0,156.0,5559175802,20371204656,21.43,78.56,100.0,100.0
2019-12-24,13783907.0,4591661991.0,334.0,334.5,332.0,332.0,-2.0,7887.0,2.41,26.14,5.42,1147000.0,386184500.0,386966000.0,103313138000.0,564.0,7.0,6482595.0,502.0,17603.0,17548.0,1.0,146.0,0.0,6482595.0,43.0,254.0,357.0,5576438417,20353942041,21.5,78.49,100.0,100.0
2019-12-25,12262954.0,4075131136.0,332.0,334.5,331.0,333.0,1.0,7597.0,2.4,26.22,5.44,1319000.0,444083500.0,445180000.0,103313138000.0,351.0,39.0,6482595.0,447.0,17468.0,17603.0,0.0,11.0,1.0,6482595.0,38.0,280.0,254.0,5582146561,20348233897,21.52,78.47,100.0,100.0
2019-12-26,11427884.0,3803665702.0,333.0,334.0,331.5,333.0,0.0,6439.0,2.4,26.22,5.44,1892000.0,627175000.0,628094000.0,103313138000.0,519.0,37.0,6482595.0,372.0,17578.0,17468.0,0.0,13.0,2.0,6482595.0,10.0,275.0,280.0,5587199168,20343181290,21.54,78.45,100.0,100.0
2019-12-27,16677806.0,5624251712.0,335.0,338.0,335.0,338.0,5.0,8660.0,2.37,26.61,5.52,2740000.0,919195500.0,923509500.0,103313138000.0,805.0,7.0,6482595.0,918.0,17458.0,17578.0,1.0,12.0,0.0,6482595.0,98.0,361.0,275.0,5612502274,20317878184,21.64,78.35,100.0,100.0
2019-12-30,21591263.0,7270827164.0,338.0,339.0,334.0,334.5,-3.5,10468.0,2.39,26.34,5.47,7463000.0,2539905500.0,2542076000.0,103313138000.0,709.0,3.0,6482595.0,371.0,17793.0,17458.0,1.0,28.0,0.0,6482595.0,21.0,354.0,361.0,5631386961,20298993497,21.71,78.28,100.0,100.0
2019-12-31,22950517.0,7614538961.0,331.0,333.5,331.0,331.0,-3.5,12253.0,2.42,26.06,5.41,2709000.0,902078000.0,902301500.0,103313138000.0,996.0,377.0,6482595.0,437.0,17975.0,17793.0,8.0,62.0,0.0,6482595.0,34.0,326.0,354.0,5615687466,20314692992,21.65,78.34,100.0,100.0
2020-01-02,33282120.0,11224165450.0,332.5,339.0,332.5,339.0,8.0,17160.0,2.36,26.69,5.54,4894000.0,1613369000.0,1615201500.0,103313138000.0,484.0,38.0,6482595.0,1223.0,17198.0,17975.0,4.0,13.0,0.0,6482595.0,132.0,445.0,326.0,5602925953,20327454505,21.6,78.39,100.0,100.0
2020-01-03,42023268.0,14295651580.0,344.0,345.0,335.5,339.5,0.5,20545.0,2.36,26.73,5.55,5860000.0,1919945500.0,1933813000.0,103313138000.0,1168.0,63.0,6482595.0,2010.0,16293.0,17198.0,16.0,35.0,0.0,6482595.0,161.0,571.0,445.0,5603499438,20326881020,21.6,78.39,100.0,100.0
2020-01-06,45677057.0,15210531318.0,333.0,334.5,332.0,332.0,-7.5,22944.0,2.41,26.14,5.42,3064000.0,1028047000.0,1029799000.0,103313138000.0,2393.0,37.0,6482595.0,508.0,18141.0,16293.0,11.0,246.0,0.0,6482595.0,19.0,344.0,571.0,5600193790,20330186668,21.59,78.4,100.0,100.0
2020-01-07,51746181.0,17053282011.0,332.5,333.0,326.5,329.5,-2.5,22362.0,2.43,25.94,5.38,3324000.0,1122886000.0,1126180500.0,103313138000.0,990.0,55.0,6482595.0,1607.0,17469.0,18141.0,14.0,75.0,0.0,6482595.0,82.0,351.0,344.0,5595567830,20334812628,21.57,78.42,100.0,100.0
2020-01-08,37913748.0,12484410088.0,325.0,333.0,325.0,329.5,0.0,18228.0,2.43,25.94,5.38,3811000.0,1299061000.0,1299656000.0,103313138000.0,1023.0,36.0,6482595.0,732.0,17724.0,17469.0,10.0,41.0,0.0,6482595.0,222.0,532.0,351.0,5598562226,20331818232,21.59,78.4,100.0,100.0
2020-01-09,32397504.0,10890847940.0,335.0,337.5,333.5,337.5,8.0,16793.0,2.37,26.57,5.51,2411000.0,832844000.0,833023500.0,103683135000.0,934.0,13.0,6482595.0,1410.0,17235.0,17724.0,3.0,37.0,0.0,6482595.0,147.0,642.0,532.0,5608435337,20321945121,21.62,78.37,100.0,100.0
2020-01-10,27880115.0,9432320316.0,340.5,341.0,336.0,339.5,2.0,13296.0,2.36,26.73,5.55,5726000.0,1948938000.0,1949242500.0,103683135000.0,851.0,36.0,6482595.0,1083.0,16967.0,17235.0,1.0,9.0,0.0,6482595.0,117.0,750.0,642.0,5611692044,20318688414,21.64,78.35,100.0,100.0
2020-01-13,30663332.0,10455852739.0,342.0,342.0,339.0,341.5,2.0,13457.0,2.34,26.89,5.58,9284000.0,3088845000.0,3100022500.0,103683135000.0,978.0,44.0,6482595.0,964.0,16937.0,16967.0,0.0,35.0,0.0,6482595.0,79.0,794.0,750.0,5606668059,20323712399,21.62,78.37,100.0,100.0
2020-01-14,30368993.0,10488360978.0,345.5,346.0,344.5,346.0,4.5,16339.0,2.31,27.24,5.65,5937000.0,1980700000.0,1979151000.0,103683135000.0,1079.0,102.0,6482595.0,1450.0,16464.0,16937.0,2.0,54.0,0.0,6482595.0,149.0,889.0,794.0,5622387849,20307992609,21.68,78.31,100.0,100.0
2020-01-15,54575274.0,18590754206.0,345.0,345.0,337.5,340.0,-6.0,20392.0,2.35,26.77,5.56,1700000.0,567227000.0,567317500.0,103683135000.0,1806.0,0.0,6482595.0,1374.0,16896.0,16464.0,3.0,154.0,0.0,6482595.0,72.0,807.0,889.0,5636087711,20294292747,21.73,78.26,100.0,100.0
2020-01-16,58217420.0,19431133895.0,330.0,336.5,330.0,334.5,-5.5,24721.0,2.39,26.34,5.47,18527000.0,5943297500.0,5957342500.0,103683135000.0,3525.0,13.0,6482595.0,426.0,19982.0,16896.0,31.0,235.0,0.0,6482595.0,106.0,678.0,807.0,5634440706,20295939752,21.72,78.27,100.0,100.0
2020-01-17,53908097.0,17977119406.0,334.0,335.5,332.0,333.0,-1.5,23954.0,2.4,26.22,5.44,5852000.0,1879928500.0,1881925500.0,103683135000.0,1627.0,25.0,6482595.0,1717.0,19867.0,19982.0,15.0,136.0,0.0,6482595.0,66.0,608.0,678.0,5623276050,20307104408,21.68,78.31,100.0,100.0
2020-01-20,35551203.0,11865436839.0,334.0,335.5,333.0,333.0,0.0,15095.0,2.4,26.22,5.44,8823000.0,2770795500.0,2778691500.0,103683135000.0,849.0,22.0,6482595.0,381.0,20313.0,19867.0,2.0,67.0,0.0,6482595.0,288.0,829.0,608.0,5619910951,20310469507,21.67,78.32,100.0,100.0
2020-01-30,126820049.0,40734449874.0,326.0,326.0,316.5,316.5,-16.5,55603.0,2.53,24.92,5.17,4890000.0,1574743000.0,1579247500.0,103683135000.0,4015.0,13.0,6482595.0,2726.0,21561.0,20285.0,62.0,367.0,1.0,6482595.0,195.0,656.0,829.0,5613224237,20317156221,21.64,78.35,100.0,100.0
2020-01-31,62912055.0,20205365710.0,323.0,323.5,319.0,320.0,3.5,22639.0,2.5,25.2,5.23,5732000.0,1875948000.0,1877559500.0,103683135000.0,902.0,3.0,6482595.0,1620.0,20840.0,21561.0,22.0,71.0,0.0,6482595.0,104.0,689.0,656.0,5607805645,20322574813,21.62,78.37,100.0,100.0
2020-02-03,59711849.0,18782694826.0,315.0,316.5,312.0,315.0,-5.0,26483.0,2.54,24.8,5.15,2351000.0,775948500.0,777611500.0,103683135000.0,1425.0,78.0,6482595.0,1645.0,20542.0,20840.0,15.0,211.0,0.0,6482595.0,159.0,637.0,689.0,5624828530,20305551928,21.69,78.3,100.0,100.0
2020-02-04,52208496.0,16882411296.0,319.0,326.0,318.0,325.0,10.0,22587.0,2.46,25.59,5.31,1837000.0,602600500.0,603848500.0,103683135000.0,1591.0,94.0,6482595.0,2275.0,19764.0,20542.0,6.0,40.0,0.0,6482595.0,433.0,1030.0,637.0,5649398083,20280982375,21.78,78.21,100.0,100.0
2020-02-05,36601453.0,11985817083.0,329.0,329.5,324.5,327.5,2.5,16656.0,2.44,25.79,5.35,4109000.0,1330663000.0,1337776000.0,103683135000.0,624.0,22.0,6482595.0,2158.0,18208.0,19764.0,8.0,72.0,0.0,6482595.0,199.0,1157.0,1030.0,5668157470,20262222988,21.85,78.14,100.0,100.0
2020-02-06,29659094.0,9803038836.0,329.5,332.5,329.0,332.5,5.0,14246.0,2.41,26.18,5.43,3810000.0,1261162500.0,1262314500.0,103683135000.0,522.0,18.0,6482595.0,980.0,17732.0,18208.0,7.0,104.0,1.0,6482595.0,103.0,1155.0,1157.0,5668685514,20261694944,21.86,78.13,100.0,100.0
2020-02-07,30055327.0,9869903253.0,330.0,330.5,326.0,328.0,-4.5,13075.0,2.44,25.83,5.36,3296000.0,1102186500.0,1103776500.0,103683135000.0,459.0,7.0,6482595.0,1036.0,17148.0,17732.0,2.0,70.0,0.0,6482595.0,69.0,1154.0,1155.0,5668685514,20261694944,21.86,78.13,100.0,100.0
2020-02-10,30814424.0,10024967927.0,321.5,328.0,321.0,327.5,-0.5,14825.0,2.44,25.79,5.35,2239000.0,751658500.0,752664500.0,103683135000.0,797.0,3.0,6482595.0,601.0,17341.0,17148.0,4.0,158.0,0.0,6482595.0,134.0,1130.0,1154.0,5668685514,20261694944,21.86,78.13,100.0,100.0
2020-02-11,29062935.0,9629938182.0,330.5,332.5,330.0,331.5,4.0,12766.0,2.41,26.1,5.42,1805000.0,605919500.0,606275000.0,103683135000.0,1596.0,4.0,6482595.0,827.0,18106.0,17341.0,10.0,105.0,0.0,6482595.0,54.0,1079.0,1130.0,5696785806,20233594652,21.96,78.03,100.0,100.0
2020-02-12,37612639.0,12593082711.0,333.5,336.0,333.0,335.0,3.5,17394.0,2.39,26.38,5.47,1579000.0,523735500.0,523868500.0,103683135000.0,414.0,49.0,6482595.0,890.0,17581.0,18106.0,6.0,80.0,4.0,6482595.0,62.0,1057.0,1079.0,5714116528,20216263930,22.03,77.96,100.0,100.0
2020-02-13,23217021.0,7805299096.0,338.0,338.0,335.0,335.0,0.0,12563.0,2.39,26.38,5.47,7016000.0,2274197500.0,2278170000.0,103683135000.0,267.0,5.0,6482595.0,1060.0,16783.0,17581.0,3.0,19.0,2.0,6482595.0,66.0,1102.0,1057.0,5726400341,20203980117,22.08,77.91,100.0,100.0
2020-02-14,18326683.0,6155862838.0,337.0,337.0,334.5,335.0,0.0,7881.0,2.39,26.38,5.47,5233000.0,1699028000.0,1701662500.0,103683135000.0,361.0,17.0,6482595.0,328.0,16799.0,16783.0,0.0,26.0,0.0,6482595.0,25.0,1101.0,1102.0,5722067265,20208313193,22.06,77.93,100.0,100.0
2020-02-17,16145079.0,5354339726.0,331.5,333.0,330.5,331.5,-3.5,9747.0,2.41,26.1,5.42,4037000.0,1319702500.0,1317917000.0,93394449000.0,650.0,14.0,6482595.0,592.0,16843.0,16799.0,0.0,98.0,0.0,6482595.0,40.0,1043.0,1101.0,5719014353,20211366105,22.05,77.94,100.0,100.0
2020-02-18,64662604.0,20957801150.0,324.5,326.5,322.0,322.0,-9.5,36520.0,2.48,25.35,5.26,3418000.0,1110132500.0,1111429000.0,93394449000.0,3033.0,2.0,6482595.0,731.0,19143.0,16843.0,5.0,250.0,2.0,6482595.0,161.0,952.0,1043.0,5718126282,20212254176,22.05,77.94,100.0,100.0
2020-02-19,48856218.0,15881609046.0,322.5,327.0,322.0,326.5,4.5,16003.0,2.45,25.71,5.33,3987000.0,1277275500.0,1277932000.0,93394449000.0,898.0,7.0,6482595.0,935.0,19099.0,19143.0,13.0,153.0,0.0,6482595.0,91.0,890.0,952.0,5723058719,20207321739,22.07,77.92,100.0,100.0
2020-02-20,27061736.0,8832642641.0,328.0,329.0,325.0,325.5,-1.0,11695.0,2.46,25.63,5.32,5587000.0,1792350500.0,1795297000.0,93394449000.0,561.0,50.0,6482595.0,612.0,18998.0,19099.0,4.0,26.0,22.0,6482595.0,27.0,869.0,890.0,5734396011,20195984447,22.11,77.88,100.0,100.0
2020-02-21,22974534.0,7463007621.0,325.5,326.5,323.0,325.0,-0.5,9342.0,2.46,25.59,5.31,7969000.0,2532443000.0,2538889000.0,93394449000.0,426.0,8.0,6482595.0,378.0,19038.0,18998.0,0.0,50.0,0.0,6482595.0,30.0,849.0,869.0,5734330533,20196049925,22.11,77.88,100.0,100.0
2020-02-24,42946680.0,13754512932.0,319.5,321.5,319.5,320.0,-5.0,18902.0,2.5,25.2,5.23,6056000.0,1919185000.0,1920835500.0,93394449000.0,951.0,24.0,6482595.0,475.0,19490.0,19038.0,2.0,116.0,0.0,6482595.0,54.0,787.0,849.0,5729865905,20200514553,22.09,77.9,100.0,100.0
2020-02-25,38674011.0,12425785349.0,320.0,323.5,317.5,322.0,2.0,17366.0,2.48,25.35,5.26,13257000.0,4115500000.0,4141763000.0,93394449000.0,1396.0,30.0,6482595.0,608.0,20248.0,19490.0,7.0,93.0,1.0,6482595.0,116.0,809.0,787.0,5727934894,20202445564,22.08,77.91,100.0,100.0
2020-02-26,60768362.0,19341695595.0,317.0,320.5,316.5,318.5,-3.5,24310.0,2.51,25.08,5.2,5810000.0,1844506000.0,1846374500.0,93394449000.0,1548.0,12.0,6482595.0,573.0,21211.0,20248.0,15.0,161.0,0.0,6482595.0,43.0,691.0,809.0,5728679624,20201700834,22.09,77.9,100.0,100.0
2020-02-27,62401927.0,19756146876.0,319.0,320.0,315.0,316.0,-2.5,20633.0,2.53,24.88,5.16,4744000.0,1512010500.0,1519547000.0,93394449000.0,1044.0,19.0,6482595.0,913.0,21323.0,21211.0,7.0,170.0,0.0,6482595.0,65.0,586.0,691.0,5735464159,20194916299,22.11,77.88,100.0,100.0
2020-03-02,86372942.0,26864484400.0,308.0,317.0,308.0,311.0,-5.0,35320.0,2.57,23.35,4.97,3594000.0,1164582000.0,1166332000.0,93394449000.0,3058.0,0.0,6482595.0,1267.0,23114.0,21323.0,34.0,163.0,2.0,6482595.0,77.0,498.0,586.0,5778699063,20151681395,22.28,77.71,100.0,100.0
2020-03-03,55169411.0,17534766696.0,318.5,320.0,316.0,317.5,6.5,20713.0,2.52,23.84,5.08,3869000.0,1227221000.0,1227649000.0,93394449000.0,1031.0,10.0,6482595.0,2195.0,21940.0,23114.0,4.0,47.0,0.0,6482595.0,136.0,587.0,498.0,5779276364,20151104094,22.28,77.71,100.0,100.0
2020-03-04,44745146.0,14304795666.0,322.0,322.0,317.0,320.5,3.0,16118.0,2.5,24.06,5.13,9139000.0,2807971500.0,2815357000.0,93394449000.0,616.0,197.0,6482595.0,1301.0,21058.0,21940.0,2.0,45.0,0.0,6482595.0,162.0,704.0,587.0,5788739231,20141641227,22.32,77.67,100.0,100.0
2020-03-05,38223525.0,12392618100.0,325.0,326.0,323.0,323.0,2.5,15107.0,2.48,24.25,5.17,12951000.0,3928221500.0,3945062000.0,93394449000.0,714.0,56.0,6482595.0,1606.0,20110.0,21058.0,7.0,66.0,0.0,6482595.0,41.0,679.0,704.0,5797747048,20132633410,22.35,77.64,100.0,100.0
2020-03-06,52807760.0,16733485610.0,320.0,320.5,315.0,315.0,-8.0,24175.0,2.54,23.65,5.04,7352000.0,2250587500.0,2258198500.0,93394449000.0,2799.0,13.0,6482595.0,689.0,22207.0,20110.0,2.0,162.0,36.0,6482595.0,20.0,501.0,679.0,5822101284,20108279174,22.45,77.54,100.0,100.0
2020-03-09,88633277.0,27236002054.0,307.5,310.0,305.5,305.5,-9.5,44882.0,2.62,22.94,4.89,21305000.0,6247011500.0,6266498000.0,93394449000.0,3678.0,23.0,6482595.0,1673.0,24189.0,22207.0,24.0,180.0,10.0,6482595.0,197.0,508.0,501.0,5837005994,20093374464,22.51,77.48,100.0,100.0
2020-03-10,74869130.0,22727941511.0,301.5,309.0,301.0,307.0,1.5,30268.0,2.61,23.05,4.91,43675000.0,12182502000.0,12290607500.0,93394449000.0,2859.0,39.0,6482595.0,1060.0,25949.0,24189.0,23.0,181.0,1.0,6482595.0,63.0,389.0,508.0,5875139716,20055240742,22.65,77.34,100.0,100.0
2020-03-11,64923710.0,19913151529.0,309.0,310.5,302.0,302.0,-5.0,27176.0,2.65,22.67,4.83,18149000.0,5163589500.0,5108233500.0,93394449000.0,1510.0,19.0,6482595.0,1655.0,25785.0,25949.0,6.0,160.0,2.0,6482595.0,61.0,288.0,389.0,5899265526,20031114932,22.75,77.24,100.0,100.0
2020-03-12,114173351.0,33544278206.0,299.0,299.0,287.0,294.0,-8.0,56989.0,2.72,22.07,4.7,30339000.0,8159010500.0,8186859500.0,93394449000.0,3247.0,58.0,6482595.0,2749.0,26225.0,25785.0,83.0,171.0,0.0,6482595.0,186.0,303.0,288.0,5935154351,19995226107,22.88,77.11,100.0,100.0
2020-03-13,151268148.0,42448997546.0,275.0,294.0,272.5,290.0,-4.0,71990.0,2.76,21.77,4.64,21538000.0,5776295500.0,5719625000.0,93394449000.0,4148.0,61.0,6482595.0,2214.0,28098.0,26225.0,0.0,300.0,1.0,6482595.0,0.0,2.0,303.0,5942335917,19988044541,22.91,77.08,100.0,100.0
2020-03-16,103933228.0,29343288916.0,285.0,291.0,275.5,276.5,-13.5,51292.0,2.89,20.76,4.42,39512000.0,9720337000.0,9688448000.0,93394449000.0,4111.0,42.0,6482595.0,2326.0,29841.0,28098.0,0.0,0.0,2.0,6482595.0,0.0,0.0,2.0,5933451608,19996928850,22.88,77.11,100.0,100.0
