date,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,dividend_yield,PER,PBR,Volume,BuyAmount,SellAmount,0,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio
2017-01-03,23550783.0,4300648272.0,181.5,183.5,181.0,183.0,1.5,8743.0,3.28,15.47,3.7,113000.0,20564500.0,20627500.0,78112022000.0,269.0,0.0,6482595.0,941.0,13308.0,13980.0,30.0,39.0,0.0,6482595.0,100.0,5174.0,5113.0,5513022528,20417357930,21.26,78.73,100.0,100.0
2017-01-04,24482374.0,4478699942.0,183.0,184.0,181.5,183.0,0.0,8476.0,3.28,15.47,3.7,731000.0,133192000.0,133903500.0,78112022000.0,255.0,5.0,6482595.0,319.0,13239.0,13308.0,76.0,18.0,0.0,6482595.0,115.0,5271.0,5174.0,5517128765,20413251693,21.27,78.72,100.0,100.0
2017-01-05,21373561.0,3913389163.0,182.0,183.5,181.5,183.5,0.5,8297.0,3.27,15.51,3.71,368000.0,67314500.0,67445000.0,78112022000.0,307.0,11.0,6482595.0,298.0,13237.0,13239.0,26.0,38.0,1.0,6482595.0,26.0,5258.0,5271.0,5513254008,20417126450,21.26,78.73,100.0,100.0
2017-01-06,23120808.0,4250912732.0,184.0,184.5,183.5,184.0,0.5,9659.0,3.26,15.55,3.72,300000.0,55213000.0,55199500.0,78112022000.0,181.0,6.0,6482595.0,227.0,13185.0,13237.0,9.0,18.0,0.0,6482595.0,48.0,5288.0,5258.0,5509376419,20421004039,21.24,78.75,100.0,100.0
2017-01-09,18583788.0,3419409204.0,184.0,185.0,183.0,184.0,0.0,5759.0,3.26,15.55,3.72,493000.0,90841000.0,90736500.0,78112022000.0,308.0,11.0,6482595.0,368.0,13114.0,13185.0,34.0,35.0,0.0,6482595.0,82.0,5335.0,5288.0,5506002982,20424377476,21.23,78.76,100.0,100.0
2017-01-10,20691305.0,3811496280.0,184.5,185.5,183.5,184.0,0.0,7831.0,3.26,15.55,3.72,541000.0,99726500.0,99605500.0,78112022000.0,241.0,0.0,6482595.0,419.0,12936.0,13114.0,17.0,51.0,1.0,6482595.0,36.0,5319.0,5335.0,5502539917,20427840541,21.22,78.77,100.0,100.0
2017-01-11,29747168.0,5438136536.0,185.0,185.0,181.5,182.0,-2.0,10509.0,3.3,15.38,3.68,498000.0,91190500.0,90876500.0,78112022000.0,730.0,6.0,6482595.0,274.0,13386.0,12936.0,25.0,104.0,0.0,6482595.0,51.0,5266.0,5319.0,5511414642,20418965816,21.25,78.74,100.0,100.0
2017-01-12,48599502.0,8959263194.0,182.5,185.5,182.5,184.5,2.5,13220.0,3.25,15.6,3.73,989000.0,181421000.0,182314500.0,78112022000.0,305.0,7.0,6482595.0,1089.0,12595.0,13386.0,28.0,60.0,0.0,6482595.0,698.0,5904.0,5266.0,5499323539,20431056919,21.2,78.79,100.0,100.0
2017-01-13,53089358.0,9622624651.0,180.5,182.5,180.5,181.5,-3.0,16366.0,3.31,15.34,3.67,2757000.0,498910500.0,500240000.0,78112022000.0,1466.0,1.0,6482595.0,926.0,13134.0,12595.0,118.0,755.0,0.0,6482595.0,44.0,5193.0,5904.0,5511652266,20418728192,21.25,78.74,100.0,100.0
2017-01-16,30878049.0,5545432320.0,180.0,180.5,179.0,179.5,-2.0,13441.0,3.34,15.17,3.63,251000.0,45073000.0,45065500.0,78112022000.0,1204.0,3.0,6482595.0,210.0,14125.0,13134.0,50.0,242.0,0.0,6482595.0,38.0,4989.0,5193.0,5526143347,20404237111,21.31,78.68,100.0,100.0
2017-01-17,13207419.0,2386575839.0,180.5,181.0,179.5,181.0,1.5,5771.0,3.31,15.3,3.66,160000.0,28824000.0,28921500.0,78112022000.0,79.0,23.0,6482595.0,288.0,13893.0,14125.0,8.0,44.0,0.0,6482595.0,38.0,4983.0,4989.0,5526565066,20403815392,21.31,78.68,100.0,100.0
2017-01-18,23810637.0,4292682797.0,180.5,181.0,179.5,181.0,0.0,7783.0,3.31,15.3,3.66,176000.0,31712500.0,31761500.0,78112022000.0,433.0,18.0,6482595.0,196.0,14112.0,13893.0,24.0,88.0,1.0,6482595.0,64.0,4958.0,4983.0,5527444313,20402936145,21.31,78.68,100.0,100.0
2017-01-19,25935613.0,4673783621.0,179.5,181.0,179.5,180.5,-0.5,8400.0,3.32,15.26,3.65,183000.0,32930500.0,33036000.0,78112022000.0,375.0,10.0,6482595.0,340.0,14137.0,14112.0,46.0,65.0,0.0,6482595.0,37.0,4930.0,4958.0,5529735361,20400645097,21.32,78.67,100.0,100.0
2017-01-20,42317086.0,7658563990.0,181.0,181.5,180.5,181.0,0.5,7803.0,3.31,15.3,3.66,92000.0,16626500.0,16654000.0,78112022000.0,73.0,42.0,6482595.0,703.0,13465.0,14137.0,14.0,16.0,0.0,6482595.0,35.0,4949.0,4930.0,5521812822,20408567636,21.29,78.7,100.0,100.0
2017-01-23,58299156.0,10699572592.0,182.5,185.0,182.5,185.0,4.0,13560.0,3.24,15.64,3.74,561000.0,102504500.0,103575000.0,78112022000.0,151.0,14.0,6482595.0,1690.0,11912.0,13465.0,71.0,67.0,3.0,6482595.0,219.0,5098.0,4949.0,5499307666,20431072792,21.2,78.79,100.0,100.0
2017-01-24,72014239.0,13356900945.0,185.0,186.5,184.5,185.5,0.5,14227.0,3.23,15.68,3.75,204000.0,37799500.0,37816000.0,78112022000.0,145.0,9.0,6482595.0,1293.0,10755.0,11912.0,76.0,72.0,1.0,6482595.0,126.0,5151.0,5098.0,5468160572,20462219886,21.08,78.91,100.0,100.0
2017-02-02,153703780.0,28731441750.0,188.0,188.5,184.0,184.5,-1.0,21047.0,3.25,15.6,3.73,1230000.0,228817500.0,229202500.0,78112022000.0,720.0,1.0,6482595.0,1164.0,10305.0,10750.0,135.0,67.0,0.0,6482595.0,93.0,5177.0,5151.0,5468160572,20462219886,21.08,78.91,100.0,100.0
2017-02-03,30387652.0,5604884683.0,186.0,186.0,183.5,184.5,0.0,8079.0,3.25,15.6,3.73,142000.0,26199000.0,26192500.0,78112022000.0,283.0,4.0,6482595.0,282.0,10302.0,10305.0,9.0,96.0,3.0,6482595.0,19.0,5097.0,5177.0,5468160572,20462219886,21.08,78.91,100.0,100.0
2017-02-06,29702832.0,5476151588.0,184.5,185.5,184.0,184.5,0.0,8330.0,3.25,15.6,3.73,27000.0,4988000.0,4983000.0,78112022000.0,169.0,2.0,6482595.0,129.0,10340.0,10302.0,4.0,60.0,1.0,6482595.0,10.0,5046.0,5097.0,5445654822,20484725636,21.0,78.99,100.0,100.0
2017-02-07,23981988.0,4418689272.0,183.5,185.0,183.0,184.5,0.0,8712.0,3.25,15.6,3.73,461000.0,84647000.0,85071500.0,78112022000.0,158.0,0.0,6482595.0,116.0,10382.0,10340.0,14.0,28.0,10.0,6482595.0,39.0,5047.0,5046.0,5448001881,20482378577,21.01,78.98,100.0,100.0
2017-02-08,45607272.0,8371548478.0,183.5,184.5,183.0,183.5,-1.0,8245.0,3.27,15.51,3.71,317000.0,58146000.0,58181000.0,76616258000.0,458.0,36.0,6482595.0,136.0,10668.0,10382.0,11.0,139.0,0.0,6482595.0,0.0,4908.0,5047.0,5446539275,20483841183,21.0,78.99,100.0,100.0
2017-02-09,23419788.0,4320161722.0,184.0,185.5,183.5,184.0,0.5,6639.0,3.26,15.55,3.72,112000.0,20619500.0,20694000.0,76616258000.0,292.0,8.0,6482595.0,363.0,10589.0,10668.0,28.0,32.0,0.0,6482595.0,23.0,4899.0,4908.0,5446458683,20483921775,21.0,78.99,100.0,100.0
2017-02-10,49257380.0,9113650300.0,184.5,185.5,184.0,185.5,1.5,9566.0,3.23,15.68,3.75,257000.0,47419500.0,47588000.0,76616258000.0,698.0,4.0,6482595.0,350.0,10933.0,10589.0,178.0,89.0,2.0,6482595.0,62.0,4870.0,4899.0,5459802666,20470577792,21.05,78.94,100.0,100.0
2017-02-13,26155819.0,4904437753.0,186.5,188.0,186.5,187.5,2.0,10124.0,3.2,15.85,3.79,105000.0,19665000.0,19682000.0,76616258000.0,285.0,1.0,6482595.0,1014.0,10203.0,10933.0,16.0,43.0,0.0,6482595.0,177.0,5004.0,4870.0,5460540405,20469840053,21.05,78.94,100.0,100.0
2017-02-14,46716940.0,8798947193.0,189.0,190.0,187.5,187.5,0.0,11413.0,3.2,15.85,3.79,1040000.0,196198500.0,195913500.0,76616258000.0,637.0,0.0,6482595.0,598.0,10242.0,10203.0,25.0,43.0,3.0,6482595.0,55.0,5013.0,5004.0,5464535551,20465844907,21.07,78.92,100.0,100.0
2017-02-15,39928274.0,7528270012.0,187.0,189.5,186.5,189.0,1.5,12905.0,3.7,15.98,3.82,790000.0,148375000.0,149197500.0,76616258000.0,200.0,2.0,6482595.0,765.0,9675.0,10242.0,10.0,30.0,3.0,6482595.0,106.0,5086.0,5013.0,5462553557,20467826901,21.06,78.93,100.0,100.0
2017-02-16,28371087.0,5360502302.0,190.0,190.5,188.0,189.0,0.0,9035.0,3.7,14.66,3.53,388000.0,73186000.0,73275500.0,76616258000.0,237.0,40.0,6482595.0,347.0,9525.0,9675.0,22.0,43.0,0.0,6482595.0,48.0,5091.0,5086.0,5465621636,20464758822,21.07,78.92,100.0,100.0
2017-02-17,20407880.0,3870482337.0,190.0,190.5,189.0,189.5,0.5,7390.0,3.69,14.7,3.54,200000.0,37930000.0,37921500.0,76616258000.0,118.0,5.0,6482595.0,281.0,9357.0,9525.0,26.0,21.0,4.0,6482595.0,58.0,5124.0,5091.0,5452764701,20477615757,21.02,78.97,100.0,100.0
2017-02-18,3517102.0,667392778.0,190.0,190.5,189.5,189.5,0.0,1771.0,3.69,14.7,3.54,134000.0,25455500.0,25459500.0,76616258000.0,69.0,2.0,6482595.0,156.0,9268.0,9357.0,22.0,33.0,0.0,6482595.0,8.0,5099.0,5124.0,5445337791,20485042667,20.99,79.0,100.0,100.0
2017-02-20,13280401.0,2523599428.0,190.0,190.5,189.5,190.0,0.5,6466.0,3.68,14.74,3.55,325000.0,61487500.0,61717500.0,76616258000.0,94.0,0.0,6482595.0,318.0,9044.0,9268.0,5.0,20.0,0.0,6482595.0,117.0,5196.0,5099.0,5440881128,20489499330,20.98,79.01,100.0,100.0
2017-02-21,31987532.0,6058373156.0,190.0,190.0,188.5,190.0,0.0,8646.0,3.68,14.74,3.55,244000.0,46221000.0,46168500.0,76616258000.0,226.0,1.0,6482595.0,142.0,9127.0,9044.0,7.0,48.0,1.0,6482595.0,42.0,5189.0,5196.0,5438886128,20491494330,20.97,79.02,100.0,100.0
2017-02-22,26144905.0,4946742296.0,190.5,191.0,188.5,188.5,-1.5,6199.0,3.71,14.62,3.52,211000.0,39828000.0,39836000.0,76616258000.0,207.0,0.0,6482595.0,59.0,9275.0,9127.0,9.0,116.0,0.0,6482595.0,16.0,5089.0,5189.0,5435510341,20494870117,20.96,79.03,100.0,100.0
2017-02-23,36095621.0,6809495260.0,188.0,189.5,187.0,188.5,0.0,7885.0,3.71,14.62,3.52,648000.0,121929000.0,122510000.0,76616258000.0,131.0,1.0,6482595.0,72.0,9333.0,9275.0,5.0,58.0,324.0,6482595.0,9.0,4716.0,5089.0,5419769436,20510611022,20.9,79.09,100.0,100.0
2017-02-24,26177021.0,4945608983.0,187.5,190.5,187.5,189.0,0.5,7417.0,3.7,14.66,3.53,226000.0,42232000.0,42230500.0,76616258000.0,132.0,2.0,6482595.0,293.0,9170.0,9333.0,22.0,31.0,0.0,6482595.0,17.0,4702.0,4716.0,5413156694,20517223764,20.87,79.12,100.0,100.0
2017-03-01,48263273.0,9041728541.0,188.5,188.5,186.0,186.0,-3.0,12019.0,3.76,14.43,3.47,1019000.0,190200500.0,190102500.0,76616258000.0,535.0,3.0,6482595.0,134.0,9568.0,9170.0,5.0,236.0,0.0,6482595.0,7.0,4473.0,4702.0,5398543023,20531837435,20.81,79.18,100.0,100.0
2017-03-02,40879671.0,7603470296.0,188.0,188.5,185.0,186.0,0.0,12567.0,3.76,14.43,3.47,195000.0,35942500.0,35906000.0,76616258000.0,519.0,0.0,6482595.0,299.0,9788.0,9568.0,39.0,119.0,0.0,6482595.0,10.0,4364.0,4473.0,5394131555,20536248903,20.8,79.19,100.0,100.0
2017-03-03,28213610.0,5199920850.0,184.5,185.0,184.0,184.0,-2.0,11570.0,3.8,14.27,3.43,91000.0,16740000.0,16736500.0,76616258000.0,674.0,3.0,6482595.0,41.0,10416.0,9786.0,22.0,212.0,3.0,6482595.0,12.0,4161.0,4364.0,5395990381,20534390077,20.8,79.19,100.0,100.0
2017-03-06,12633329.0,2321087036.0,184.0,184.5,183.5,183.5,-0.5,5831.0,3.81,14.24,3.42,172000.0,31736000.0,31854500.0,76616258000.0,305.0,1.0,6482595.0,104.0,10616.0,10416.0,3.0,76.0,1.0,6482595.0,15.0,4099.0,4161.0,5387437760,20542942698,20.77,79.22,100.0,100.0
2017-03-07,22816387.0,4214029230.0,184.0,185.5,184.0,185.5,2.0,5824.0,3.77,14.39,3.46,1750000.0,326717000.0,326551500.0,76616258000.0,119.0,1.0,6482595.0,177.0,10557.0,10616.0,3.0,39.0,0.0,6482595.0,14.0,4074.0,4099.0,5395424545,20534955913,20.8,79.19,100.0,100.0
2017-03-08,38657077.0,7217763409.0,186.0,188.0,185.5,187.0,1.5,9614.0,3.74,14.51,3.49,208000.0,38507500.0,38474000.0,76616258000.0,106.0,1.0,6482595.0,604.0,10058.0,10557.0,5.0,49.0,1.0,6482595.0,85.0,4109.0,4074.0,5399339956,20531040502,20.82,79.17,100.0,100.0
2017-03-09,31119469.0,5750011305.0,185.5,186.0,184.0,184.5,-2.5,12394.0,3.79,14.31,3.44,80000.0,14713500.0,14690000.0,71422961000.0,559.0,7.0,6482595.0,63.0,10547.0,10058.0,8.0,179.0,0.0,6482595.0,13.0,3943.0,4109.0,5402907211,20527473247,20.83,79.16,100.0,100.0
2017-03-10,24886297.0,4569391905.0,184.0,184.5,183.0,183.5,-1.0,10065.0,3.81,14.24,3.42,264000.0,48968000.0,48966000.0,71422961000.0,545.0,1.0,6482595.0,47.0,11044.0,10547.0,11.0,110.0,0.0,6482595.0,17.0,3850.0,3943.0,5397347464,20533032994,20.81,79.18,100.0,100.0
2017-03-13,11025355.0,2048482530.0,185.0,186.5,185.0,186.5,3.0,4141.0,3.75,14.47,3.48,202000.0,37744000.0,37846000.0,71422961000.0,115.0,4.0,6482595.0,423.0,10732.0,11044.0,12.0,65.0,0.0,6482595.0,55.0,3840.0,3850.0,5403698374,20526682084,20.83,79.16,100.0,100.0
2017-03-14,24373221.0,4564713486.0,188.0,188.0,186.0,186.0,-0.5,7773.0,3.76,14.43,3.47,171000.0,31782000.0,31848000.0,71422961000.0,137.0,2.0,6482595.0,498.0,10369.0,10732.0,72.0,26.0,0.0,6482595.0,41.0,3855.0,3840.0,5412030319,20518350139,20.87,79.12,100.0,100.0
2017-03-15,14147168.0,2634475248.0,185.5,187.0,185.5,186.5,0.5,4952.0,3.75,14.47,3.48,507000.0,95788000.0,96034500.0,71422961000.0,60.0,10.0,6482595.0,75.0,10344.0,10369.0,8.0,21.0,0.0,6482595.0,5.0,3839.0,3855.0,5407675646,20522704812,20.85,79.14,100.0,100.0
2017-03-16,32452964.0,6143253446.0,188.0,190.0,188.0,190.0,3.5,15071.0,3.68,14.74,3.55,371000.0,70706500.0,70914000.0,71422961000.0,339.0,1.0,6482595.0,1125.0,9557.0,10344.0,18.0,35.0,0.0,6482595.0,307.0,4111.0,3839.0,5401141355,20529239103,20.82,79.17,100.0,100.0
2017-03-17,38698064.0,7377279160.0,189.5,191.5,189.0,191.5,1.5,10731.0,3.66,14.86,3.57,277000.0,52684000.0,52918000.0,71422961000.0,356.0,22.0,6482595.0,403.0,9488.0,9557.0,15.0,29.0,0.0,6482595.0,166.0,4248.0,4111.0,5399497496,20530882962,20.82,79.17,100.0,100.0
2017-03-20,16531620.0,3154243641.0,191.5,191.5,189.5,191.5,0.0,6790.0,3.66,14.86,3.57,1031000.0,199405000.0,200500000.0,71422961000.0,142.0,0.0,6482595.0,282.0,9348.0,9488.0,50.0,89.0,6.0,6482595.0,24.0,4177.0,4248.0,5380435645,20549944813,20.74,79.25,100.0,100.0
2017-03-21,33662234.0,6523324906.0,192.0,195.0,191.5,195.0,3.5,13192.0,3.59,15.13,3.64,456000.0,87667500.0,88069500.0,71422961000.0,226.0,0.0,6482595.0,682.0,8892.0,9348.0,60.0,147.0,0.0,6482595.0,301.0,4331.0,4177.0,5365827733,20564552725,20.69,79.3,100.0,100.0
2017-03-22,27766559.0,5349879407.0,192.5,193.5,191.5,193.5,-1.5,9435.0,3.62,15.01,3.61,523000.0,100619500.0,100936500.0,71422961000.0,333.0,3.0,6482595.0,228.0,8994.0,8892.0,37.0,363.0,0.0,6482595.0,17.0,3985.0,4331.0,5361044626,20569335832,20.67,79.32,100.0,100.0
2017-03-23,18831295.0,3628401625.0,192.0,193.5,192.0,193.5,0.0,6052.0,3.62,15.01,3.61,276000.0,53064000.0,53109500.0,71422961000.0,447.0,2.0,6482595.0,189.0,9250.0,8994.0,27.0,289.0,12.0,6482595.0,12.0,3696.0,3985.0,5342678575,20587701883,20.6,79.39,100.0,100.0
2017-03-24,17722202.0,3408016684.0,192.0,193.0,192.0,192.5,-1.0,5225.0,3.64,14.93,3.59,188000.0,36249500.0,36376000.0,71422961000.0,211.0,4.0,6482595.0,74.0,9383.0,9250.0,27.0,348.0,3.0,6482595.0,5.0,3350.0,3696.0,5341578452,20588802006,20.59,79.4,100.0,100.0
2017-03-27,29867998.0,5766195556.0,194.5,194.5,192.0,193.0,0.5,6963.0,3.63,14.97,3.6,535000.0,103424000.0,103996000.0,71422961000.0,249.0,1.0,6482595.0,306.0,9325.0,9383.0,9.0,331.0,26.0,6482595.0,37.0,3030.0,3350.0,5341033311,20589347147,20.59,79.4,100.0,100.0
2017-03-28,39522318.0,7662549266.0,195.0,195.0,192.5,194.5,1.5,9380.0,3.6,15.09,3.63,317000.0,61059000.0,61233000.0,71422961000.0,296.0,3.0,6482595.0,274.0,9344.0,9325.0,15.0,837.0,19.0,6482595.0,24.0,2198.0,3030.0,5340541150,20589839308,20.59,79.4,100.0,100.0
2017-03-29,33839400.0,6501685654.0,194.5,194.5,191.0,191.5,-3.0,11340.0,3.66,14.86,3.57,208000.0,39885500.0,39856000.0,71422961000.0,743.0,4.0,6482595.0,69.0,10014.0,9344.0,0.0,2150.0,18.0,6482595.0,0.0,30.0,2198.0,5328025360,20602355098,20.54,79.45,100.0,100.0
2017-03-30,30716971.0,5884771607.0,192.5,193.0,190.5,191.5,0.0,9900.0,3.66,14.86,3.57,345000.0,65580000.0,65280500.0,71422961000.0,298.0,25.0,6482595.0,106.0,10181.0,10014.0,0.0,2.0,28.0,6482595.0,0.0,0.0,30.0,5305026348,20625354110,20.45,79.54,100.0,100.0
2017-03-31,33996900.0,6457321080.0,191.0,192.0,189.0,189.0,-2.5,10225.0,3.7,14.66,3.53,683000.0,130732500.0,131660000.0,71422961000.0,835.0,4.0,6482595.0,88.0,10924.0,10181.0,0.0,0.0,0.0,6482595.0,0.0,0.0,0.0,5299914260,20630466198,20.43,79.56,100.0,100.0
2017-04-05,45116406.0,8656195632.0,189.5,193.0,189.5,193.0,4.0,14224.0,3.63,14.97,3.6,497000.0,95209500.0,95163500.0,71422961000.0,232.0,1.0,6482595.0,757.0,10398.0,10924.0,0.0,0.0,0.0,6482595.0,0.0,0.0,0.0,5285340252,20645040206,20.38,79.61,100.0,100.0
2017-04-06,17417037.0,3337417368.0,193.0,193.0,191.0,191.5,-1.5,6309.0,3.66,14.86,3.57,1251000.0,237228500.0,237341500.0,71422961000.0,336.0,2.0,6482595.0,317.0,10415.0,10398.0,32.0,0.0,0.0,6482595.0,240.0,240.0,0.0,5284177306,20646203152,20.37,79.62,100.0,100.0
2017-04-07,19066095.0,3624732655.0,192.0,192.0,188.5,191.0,-0.5,7861.0,3.66,14.82,3.56,82000.0,15615500.0,15599000.0,71422961000.0,699.0,4.0,6482595.0,141.0,10969.0,10415.0,66.0,21.0,0.0,6482595.0,163.0,382.0,240.0,5268926921,20661453537,20.31,79.68,100.0,100.0
2017-04-10,17388929.0,3307523455.0,191.0,191.5,189.5,190.0,-1.0,6803.0,3.68,14.74,3.55,436000.0,82758000.0,82956000.0,85875181000.0,160.0,1.0,6482595.0,134.0,10994.0,10969.0,3.0,5.0,0.0,6482595.0,123.0,500.0,382.0,5265960355,20664420103,20.3,79.69,100.0,100.0
2017-04-11,9788922.0,1862488347.0,190.0,191.0,189.0,191.0,1.0,3348.0,3.66,14.82,3.56,286000.0,54498500.0,54630000.0,85875181000.0,172.0,0.0,6482595.0,172.0,10994.0,10994.0,13.0,9.0,0.0,6482595.0,203.0,694.0,500.0,5267506500,20662873958,20.31,79.68,100.0,100.0
2017-04-12,17418048.0,3321982188.0,190.5,191.5,190.0,191.0,0.0,5778.0,3.66,14.82,3.56,360000.0,68731500.0,68948000.0,85875181000.0,143.0,1.0,6482595.0,304.0,10832.0,10994.0,5.0,4.0,0.0,6482595.0,109.0,799.0,694.0,5268532329,20661848129,20.31,79.68,100.0,100.0
2017-04-13,14796174.0,2829915284.0,189.5,192.0,189.5,191.5,0.5,5705.0,3.66,14.86,3.57,681000.0,128620500.0,128428000.0,85875181000.0,511.0,3.0,6482595.0,288.0,11052.0,10832.0,11.0,2.0,0.0,6482595.0,187.0,984.0,799.0,5268739287,20661641171,20.31,79.68,100.0,100.0
2017-04-14,31317585.0,5909582565.0,189.5,189.5,188.0,189.0,-2.5,12442.0,3.7,14.66,3.53,173000.0,32628000.0,32537000.0,85875181000.0,610.0,27.0,6482595.0,188.0,11447.0,11052.0,25.0,194.0,0.0,6482595.0,160.0,950.0,984.0,5267953421,20662427037,20.31,79.68,100.0,100.0
2017-04-17,17111522.0,3223517863.0,189.0,189.0,187.5,187.5,-1.5,7470.0,3.73,14.55,3.5,293000.0,55213500.0,55105500.0,85875181000.0,327.0,1.0,6482595.0,139.0,11634.0,11447.0,5.0,86.0,0.0,6482595.0,154.0,1018.0,950.0,5265796168,20664584290,20.3,79.69,100.0,100.0
2017-04-18,28732770.0,5411365190.0,188.0,189.5,187.5,188.0,0.5,6174.0,3.72,14.58,3.51,168000.0,31434000.0,31394500.0,85875181000.0,186.0,0.0,6482595.0,339.0,11481.0,11634.0,21.0,79.0,0.0,6482595.0,42.0,981.0,1018.0,5279079858,20651300600,20.35,79.64,100.0,100.0
2017-04-19,31171199.0,5828201425.0,187.5,187.5,186.5,186.5,-1.5,9427.0,3.75,14.47,3.48,239000.0,44679500.0,44754000.0,85875181000.0,313.0,5.0,6482595.0,399.0,11390.0,11481.0,41.0,94.0,0.0,6482595.0,73.0,960.0,981.0,5289249858,20641130600,20.39,79.6,100.0,100.0
2017-04-20,32697485.0,6118457114.0,186.5,188.0,186.5,187.0,0.5,6751.0,3.74,14.51,3.49,66000.0,12432000.0,12499000.0,85875181000.0,244.0,0.0,6482595.0,150.0,11484.0,11390.0,4.0,112.0,0.0,6482595.0,42.0,890.0,960.0,5293493807,20636886651,20.41,79.58,100.0,100.0
2017-04-21,19034232.0,3603058600.0,187.5,190.0,187.5,190.0,3.0,6966.0,3.68,14.74,3.55,569000.0,108191500.0,108300500.0,85875181000.0,120.0,4.0,6482595.0,294.0,11306.0,11484.0,12.0,12.0,1.0,6482595.0,166.0,1043.0,890.0,5309969870,20620410588,20.47,79.52,100.0,100.0
2017-04-24,29572675.0,5612973548.0,191.0,191.5,188.5,190.0,0.0,5428.0,3.68,14.74,3.55,1305000.0,248572000.0,249697000.0,85875181000.0,304.0,10.0,6482595.0,179.0,11421.0,11306.0,38.0,12.0,0.0,6482595.0,49.0,1080.0,1043.0,5313311043,20617069415,20.49,79.5,100.0,100.0
2017-04-25,31952889.0,6096631799.0,190.5,192.0,189.5,192.0,2.0,10510.0,3.65,14.9,3.58,460000.0,87976000.0,87863000.0,85875181000.0,219.0,2.0,6482595.0,412.0,11226.0,11421.0,85.0,53.0,0.0,6482595.0,120.0,1147.0,1080.0,5309538496,20620841962,20.47,79.52,100.0,100.0
2017-04-26,31119972.0,5951704052.0,192.0,192.0,190.5,191.0,-1.0,10342.0,3.66,14.82,3.56,1006000.0,192610500.0,193239500.0,85875181000.0,200.0,0.0,6482595.0,202.0,11224.0,11226.0,14.0,9.0,0.0,6482595.0,53.0,1191.0,1147.0,5302250498,20628129960,20.44,79.55,100.0,100.0
2017-04-27,35812934.0,6877484808.0,192.0,193.0,190.5,193.0,2.0,9859.0,3.63,14.97,3.6,710000.0,137731500.0,137741000.0,85875181000.0,208.0,2.0,6482595.0,476.0,10954.0,11224.0,13.0,103.0,0.0,6482595.0,140.0,1228.0,1191.0,5290942257,20639438201,20.4,79.59,100.0,100.0
2017-04-28,38381021.0,7446882120.0,193.5,194.5,193.0,194.5,1.5,11671.0,3.6,15.09,3.63,1395000.0,274833500.0,275968000.0,85875181000.0,42.0,0.0,6482595.0,869.0,10127.0,10954.0,1.0,11.0,0.0,6482595.0,324.0,1541.0,1228.0,5278631025,20651749433,20.35,79.64,100.0,100.0
2017-05-02,45851963.0,9053856108.0,198.5,199.0,195.5,196.5,2.0,15718.0,3.56,15.24,3.67,139000.0,27493500.0,27512500.0,85875181000.0,227.0,3.0,6482595.0,1543.0,8808.0,10127.0,13.0,76.0,0.0,6482595.0,141.0,1606.0,1541.0,5269630743,20660749715,20.32,79.67,100.0,100.0
2017-05-03,27240962.0,5390698304.0,198.0,198.5,197.0,198.0,1.5,9259.0,3.54,15.36,3.7,109000.0,21586000.0,21612000.0,85875181000.0,134.0,5.0,6482595.0,310.0,8627.0,8808.0,2.0,6.0,0.0,6482595.0,119.0,1719.0,1606.0,5252294636,20678085822,20.25,79.74,100.0,100.0
2017-05-04,22194084.0,4394409518.0,198.5,199.0,197.0,198.0,0.0,8787.0,3.54,15.36,3.7,232000.0,45877000.0,45966500.0,85875181000.0,57.0,0.0,6482595.0,167.0,8517.0,8627.0,2.0,2.0,1.0,6482595.0,69.0,1785.0,1719.0,5233873276,20696507182,20.18,79.81,100.0,100.0
2017-05-05,17618358.0,3484019026.0,197.0,198.5,197.0,197.5,-0.5,6078.0,3.54,15.32,3.69,979000.0,195559500.0,196308500.0,85875181000.0,42.0,5.0,6482595.0,190.0,8364.0,8517.0,0.0,34.0,0.0,6482595.0,205.0,1956.0,1785.0,5217355909,20713024549,20.12,79.87,100.0,100.0
2017-05-08,39591009.0,7943498809.0,199.0,202.5,199.0,202.5,5.0,15190.0,3.46,15.71,3.78,1653000.0,338957500.0,339789500.0,85875181000.0,366.0,49.0,6482595.0,1162.0,7519.0,8364.0,4.0,20.0,0.0,6482595.0,554.0,2490.0,1956.0,5213449484,20716930974,20.1,79.89,100.0,100.0
2017-05-09,48285324.0,9920879512.0,205.5,207.0,203.5,203.5,1.0,15467.0,3.44,15.79,3.8,947000.0,193901500.0,194501000.0,56871933000.0,458.0,0.0,6482595.0,930.0,7047.0,7519.0,49.0,38.0,0.0,6482595.0,279.0,2731.0,2490.0,5213975260,20716405198,20.1,79.89,100.0,100.0
